N	Total Time	Average CPE
1429	20403	14.28
1430	20145	14.09
1431	20166	14.09
1432	38373	26.80
1433	22054	15.39
1434	20530	14.32
1435	20185	14.07
1436	20269	14.11
1437	20246	14.09
1438	21073	14.65
1439	22033	15.31
1440	30161	20.95
1441	25230	17.51
1442	21915	15.20
1443	20798	14.41
1444	21587	14.95
1445	20933	14.49
1446	20576	14.23
1447	21018	14.53
1448	20712	14.30
1449	21226	14.65
1450	20693	14.27
1451	21182	14.60
1452	20883	14.38
1453	21806	15.01
1454	23253	15.99
1455	21411	14.72
1456	20732	14.24
1457	20745	14.24
1458	21814	14.96
1459	20592	14.11
1460	20745	14.21
1461	21851	14.96
1462	20788	14.22
1463	20832	14.24
1464	22274	15.21
1465	20843	14.23
1466	21625	14.75
1467	21993	14.99
1468	21263	14.48
1469	20902	14.23
1470	21379	14.54
1471	20699	14.07
1472	20739	14.09
1473	20742	14.08
1474	20733	14.07
1475	21347	14.47
1476	20792	14.09
1477	21046	14.25
1478	21045	14.24
1479	20828	14.08
1480	20956	14.16
1481	20843	14.07
1482	21334	14.40
1483	20887	14.08
1484	20919	14.10
1485	20927	14.09
1486	21559	14.51
1487	21014	14.13
1488	20988	14.10
1489	20975	14.09
1490	20989	14.09
1491	21093	14.15
1492	20997	14.07
1493	21014	14.08
1494	22142	14.82
1495	23285	15.58
1496	21053	14.07
1497	23061	15.40
1498	21223	14.17
